Table 1
Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be (D. Guha-Sapir),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Wed, 27 Jan 2021 06:23:33 CET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,5669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2019-0357-TUR,2019,0357,Natural,Hydrological,Flood,Flash flood,,,Affected,Turkey,TUR,Western Asia,Asia,Akçakoca District (Düzce Province),,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,7,17,2019,7,18,7,,220,,220,,,,100
2019-0380-VNM,2019,0380,Natural,Hydrological,Flood,Flash flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Qu?ng Ninh, L?ng S?n, Thanh Hóa",Tropical Cyclone Wipha,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,8,5,2019,8,5,27,,,500,500,,,45000,100
2019-0265-VNM,2019,0265,Natural,Hydrological,Flood,,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Ha Giang, Bac Kan, Cao Bang and Yen Bai Provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,5,27,2019,5,30,3,,,265,265,,,,100
2019-0482-VNM,2019,0482,Natural,Hydrological,Flood,,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Nghe An, Bình Dinh, Hà Tinh Provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,10,15,2019,10,22,3,5,26250,,26255,,,,100
2019-0461-YEM,2019,0461,Natural,Hydrological,Flood,,,,Kill,Yemen,YEM,Western Asia,Asia,"Al Mahwit Governorate, Ibb Governorate",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,30369,Km2,43.571,15.118,,,2019,7,31,2019,8,6,12,,500,,500,,,,100
2019-0611-CHN,2019,0611,Natural,Hydrological,Flood,,,,Kill,China,CHN,Eastern Asia,Asia,Central,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,10,15,2019,10,25,14,,,,,,,90000,100
2019-0632-IDN,2019,0632,Natural,Hydrological,Flood,Flash flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Labuhanbatu Utara districts (North Sumatra); Saling,Talang Datuk, Talang Tinggi and Lunjuk sub-districts (Bengkulu province); Jakarta, Bekasi, Bogor, Depok in West Java district; Banten Province",,"Slide (land, mud, snow, rock)",,,,,,24987,Km2,-6.533,107.508,,,2019,12,31,2020,1,3,66,110,501000,,501110,,,1200000,100
2019-0657-IDN,2019,0657,Natural,Hydrological,Flood,,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Rokan Hulu, Kampar, Pelalawan, Kuantan Singingi, Indragiri Hulu and Rokan Hilir districts (Riau province)",,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2019,12,19,2019,12,21,6,,60000,,60000,,,,100
2019-0577-LKA,2019,0577,Natural,Hydrological,Flood,,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Walapane Village (Nuwara Eliya District, Central Province); Batticaloa District (Eastern Province) ; Uva province",Heavy rains and strong winds,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,11,29,2019,12,10,12,9,155000,,155009,,,,100
2019-0646-IDN,2019,0646,Natural,Climatological,Wildfire,,,,Declar,Indonesia,IDN,South-Eastern Asia,Asia,"Riau, Jambi, South Sumatera, West Kalimantan, Central Kalimantan, South Kalimantan",,Pollution,,,,Yes,,,Km2,,,,,2019,2,,2019,9,,,,,,,,,,100
2019-0549-VNM,2019,0549,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Nakri',Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Phu Yen, Binh Dinh Provinces",,Flood,,,,,,,Kph,,,,,2019,11,12,2019,11,13,3,,2150,,2150,,,4000,100
2019-0419-THA,2019,0419,Natural,Hydrological,Flood,,,,Kill,Thailand,THA,South-Eastern Asia,Asia,"Amnat Charoen, Khon Kaen, Petchaboon, Phitsanulok, Pichit, Roi-Et, Sri Saket, Sukhothai, Ubon Ratchathani and Yasothorn",Tropical Storm PODUL and Tropical Depression KAJIKI's,,,,,,,,Km2,,,,,2019,9,11,2019,9,11,19,,158000,,158000,,,,100
2019-0479-TUR,2019,0479,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Turkey,TUR,Western Asia,Asia,Istanbul,,,,,,,,6,Richter,40.89,28.173,13:59,,2019,9,26,2019,9,26,1,34,1419,,1453,,,,100
2019-0274-TUR,2019,0274,Natural,Hydrological,Flood,Flash flood,,,Kill,Turkey,TUR,Western Asia,Asia, Arakli District (Trabzon Province),Heavy rains,,,,,,,12361,Km2,40.706,41.047,,,2019,6,18,2019,6,20,10,,70,,70,,,,100
2019-0462-TUR,2019,0462,Natural,Hydrological,Flood,Flash flood,,,Affected,Turkey,TUR,Western Asia,Asia,Bakirkoy and Fatih districts (Istanbul),,,,,,,,,Km2,,,,,2019,8,17,2019,8,17,1,,15000,,15000,,10000,,100
2019-0387-TWN,2019,0387,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone Lekima (Hanna),Kill,Taiwan (Province of China),TWN,Eastern Asia,Asia,,,,,,,,,175,Kph,,,,,2019,8,10,2019,8,10,2,,,,,,,,100
2019-9359-VNM,2019,9359,Natural,Climatological,Drought,Drought,,,Declar,Viet Nam,VNM,South-Eastern Asia,Asia,"Long An, Tien Giang, Ben Tre, Dong Thap, Vinh Long, Tra Vinh, Soc Trang, An Giang, Kien Giang, Hau Giang, Bac Lieu, Ca Mau, Can Tho city",,,,,,,,,Km2,,,,,2019,7,,2020,2,,,,685558,,685558,,,,100
2019-0393-VNM,2019,0393,Natural,Hydrological,Flood,,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Kien Giang, Lam Dong, Dak Lak, Dac Nong, Gia Lai, Kon Tum, Dong Nai, Binh Thuan, Binh Phuoc",Torrential rains,,,,,,,,Km2,,,,,2019,8,8,2019,8,10,12,5,61535,,61540,,,,100
2019-0419-VNM,2019,0419,Natural,Hydrological,Flood,,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Binh, Ha Tinh and Lao Cai provinces.",Tropical Storm PODUL and Tropical Depression KAJIKI's,,,,,,,,Km2,,,,,2019,9,11,2019,9,11,10,,36450,,36450,,,,100
2019-0213-YEM,2019,0213,Natural,Hydrological,Flood,Flash flood,,,Affected,Yemen,YEM,Western Asia,Asia,"Marib, Sa’ada, Aden, Shabwa, Lahj, Taizz, Hadramaut, Ibb, Al Bayda, Al Jawf, Hajjah, Dhamar, Rayma, Hajjah governorates.",Torrential rains,,,,,,,,Km2,,,,,2019,6,11,2019,6,14,8,,80000,,80000,,,,100
2019-0122-YEM,2019,0122,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Yemen,YEM,Western Asia,Asia,"Ibb, Amanat (Sana’a city) and Hodeidah governorate",,,,,,,,,Vaccinated,,,,,2019,1,1,2019,7,5,713,461542,,,461542,,,,100
2019-0252-YEM,2019,0252,Natural,Hydrological,Flood,,,,Waiting,Yemen,YEM,Western Asia,Asia,Sanaa,,,,,,,,,Km2,,,,,2019,5,17,2019,5,27,6,,,,,,,,100
2019-0613-AFG,2019,0613,Natural,Hydrological,Landslide,Landslide,,,Kill,Afghanistan,AFG,Southern Asia,Asia,Badakhshan Province,,,,,,,,,,,,,,2019,12,11,2019,12,11,40,,,,,,,,100
2019-0550-BGD,2019,0550,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Bulbul',Kill,Bangladesh,BGD,Southern Asia,Asia,"Satkhira, Khulna, Bhola, Bagerhat,Patuakhlai, Barguna, Pirojpur districts",,,,,,,,130,Kph,,,,,2019,11,9,2019,11,10,40,71,251435,,251506,,,5785,100
2019-0655-BGD,2019,0655,Natural,Meteorological,Extreme temperature ,Cold wave,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Chuadanga, Dinajpur, Panchagarh, Rajshahi, Pabna, Naogaon, Nilphamari, Jessore, Kurigramare districts ",,,,,,,,8,°C,,,,,2019,11,,2019,12,,50,4500,,,4500,,,,100
2019-0620-IDN,2019,0620,Natural,Hydrological,Flood,Flash flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"South Solok Regency (west Sumatra), Sigi Regency (central Sulawesi)",,,,,,,,,Km2,,,,,2019,12,12,2019,12,17,14,,5000,,5000,,,,100
2019-0550-IND,2019,0550,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Bulbul',Kill,India,IND,Southern Asia,Asia,"South Assam, Meghalaya, Tripura, Mizoram, West Begal, Odisha state",,,,,,,,,Kph,,,,,2019,11,9,2019,11,10,12,,130000,,130000,,,,100
2019-0574-IND,2019,0574,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Coimbatore, Cuddalore, Nagapattinam, Thoothukkudi Districts (Tamil Nadu); Pudducherry",Heavy rains,,,,,,,,Km2,,,,,2019,11,29,2019,12,4,27,,25000,,25000,,,,100
2019-0553-IRN,2019,0553,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Varnakesh village (Mianeh County); Torkamanchay City (Mianeh County) - East Azerbaijan Province,,,,,,,,6,Richter,37.808,47.558,02:17,,2019,11,8,2019,11,8,6,584,22500,,23084,,,90000,100
2019-0629-LKA,2019,0629,Natural,Hydrological,Flood,,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Matale, Kandy, Nuwara Eliya, Badulla, Moneragala, Ratnapura, Anuradhapura, Batticaloa, Polonnaruwa, Puttlam, Trincomalee, Vavuniya, Ampara, Kurunegala, Hambantota, Kegalle",Heavy rains,,,,,,,44782,Km2,7.922,80.835,,,2019,12,18,2019,12,23,3,6,65316,,65322,,,,100
2019-0656-LKA,2019,0656,Natural,Hydrological,Flood,,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"North-west, and East provinces; Mullative, Kilinochchi, Jaffna, Vavuniya (Nothern), Anuradhapura (Noth-Central), Batticaloa (Eastern), Badulla (Uva) districts",Monsoon,,,,,,,,Km2,,,,,2019,12,2,2019,12,7,9,,167436,,167436,,,,100
2019-0578-MYS,2019,0578,Natural,Hydrological,Flood,,,,Affected,Malaysia,MYS,South-Eastern Asia,Asia,"Johor state; Kota Bharu, Pasir Mas, Tumpat, Bachok, Tanah Merah, Pasir Puteh, Kuala Krai, Machang, Jeli districts (Kelantan state); Pahang state; Marang, Dungun, Kemaman, Hulu Terengganu, Setiu, Besut, Kuala Nerus districts (Terengganu state)",Heavy rains,,,,,,,38171,Km2,102.584,4.415,,,2019,11,30,2019,12,6,2,,15000,,15000,,,,100
2019-0631-MYS,2019,0631,Natural,Hydrological,Flood,,,,Affected,Malaysia,MYS,South-Eastern Asia,Asia,"Terengganu, Kelantan",Heavy rains,,,,,,,,Km2,,,,"Kuala Ping, Sungai Nerus( in Kampung Langkap), Sungai Setiu (in Kampung Besut) and Sungai Dungun (in Kuala Jengai)",2019,12,18,2019,12,19,,,4065,,4065,,,,100
2019-0659-PAK,2019,0659,Natural,Biological,Epidemic,Viral disease,,Dengue,Affected,Pakistan,PAK,Southern Asia,Asia,"Islamabad, Punjab, Sindh, Khyber-Pakhtunkhwa, KP Tribal districts, Baluchistan, AJK, Gilgit Baltistan",,,,,,,,,Vaccinated,,,,,2019,1,1,2020,12,21,95,53834,,,53834,,,,100
2019-0529-PHL,2019,0529,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Cotabato Province,,,,,,,,7,Richter,6.905,125.187,09:11,,2019,10,31,2019,10,31,23,417,260286,,260703,,,,100
2019-0619-PHL,2019,0619,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Davao del Sur Province (Davao Region, Mindanao Island)",,,,,,,,7,Richter,6.708,125.188,14:11,,2019,12,15,2019,12,15,14,210,394355,,394565,,,,100
2019-0549-PHL,2019,0549,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Nakri',Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Cagayan province, north Luzon Island",,,,,,,,,Kph,,,,,2019,11,10,2019,11,10,19,3,670,,673,,,36000,100
2019-0573-PHL,2019,0573,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Kammuri' (Tisoy),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Aurora, Pampanga, Bataan, Bulacan, Zambales (Region III); Batangas, Cavite, Laguna, Quezon (Calanarzon); Marinduqe, Oriental Mindoro, Occidental Mindoro, Romblon (Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes, Masbate, Sorgoson (Region V); Northern Samar, Eastern Samar, Western Samar, (Region VIII); Surigao del Sur (Caraga); Mountain province (CAR)",,,,,,Yes,,210,Kph,,,,,2019,12,2,2019,12,3,4,318,2305075,342165,2647558,,,109151,100
2019-0644-YEM,2019,0644,Natural,Biological,Epidemic,Viral disease,,Dengue,Affected,Yemen,YEM,Western Asia,Asia,"Hodeiadah, Taiz, Aden, Hajja, Lahj, Hudaidah, Aden, Hajja, Lahj, Shabwa, Marib, Rayma",,,,,,,,,Vaccinated,,,,,2019,1,,2019,12,,219,59486,,,59486,,,,100
2020-0463-PHL,2020,0463,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Goni' (Rolly),Kill,Philippines (the),PHL,South-Eastern Asia,Asia," Calabarzon, Mimaropa, Bicol Regions; NCR, II, III, V, VIII, CAR regions",,Flood,"Slide (land, mud, snow, rock)",,,Yes,,315,Kph,,,,,2020,10,31,2020,11,1,31,399,2030130,,2030529,,,369000,
2020-0501-PHL,2020,0501,Natural,Meteorological,Storm,Tropical cyclone,,Tyhoon 'Ulyssed' (Vamco),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"National Capital Region, Quezon, Rizal province",,Flood,"Slide (land, mud, snow, rock)",,,,,155,Kph,,,,,2020,11,11,2020,11,12,111,85,4945376,,4945461,,,421000,
2020-0010-PAK,2020,0010,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,Pakistan,PAK,Southern Asia,Asia,"Mastung, Qila Abdullah, Kech, Ziarat, Harnai, and Pishin districts (Balochistan); Rajanpur District (Punjab Province); Azad Jammu and Kashmir, Khyber Pakhtunkhwa, Gilgit-Baltistan",,Snow/ice,"Slide (land, mud, snow, rock)",,,Yes,,,Kph,,,,,2020,1,11,2020,1,13,107,104,1000000,,1000104,,,,
2020-0157-KAZ,2020,0157,Natural,Hydrological,Flood,,,,Affected,Kazakhstan,KAZ,Central Asia,Asia,Maktaaral district (Turkestan province) ,Heavy rains,Broken Dam/Burst bank,Storm,,,Yes,,,Km2,,,,,2020,5,1,2020,5,4,,,33000,,33000,,,,
2020-0157-UZB,2020,0157,Natural,Hydrological,Flood,,,,Affected,Uzbekistan,UZB,Central Asia,Asia, Syrdarya region ,,Broken Dam/Burst bank,Storm,,,,,84662,Km2,412.451,55.844,,,2020,5,1,2020,5,11,4,50,70000,,70050,,,,
2020-0045-PSE,2020,0045,Natural,Meteorological,Extreme temperature ,Cold wave,,,Affected,"Palestine, State of",PSE,Western Asia,Asia,West Bank and Gaza Strip,,Flood,Storm,,,,,,°C,,,,,2020,1,18,2020,2,5,3,,30000,,30000,,,,
2020-0095-PAK,2020,0095,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,Khyber Pakhtunkhwa Province ,,"Slide (land, mud, snow, rock)",Cold wave,,,,,,Km2,,,,,2020,3,4,2020,3,26,66,141,4000,695,4836,,,,
2020-0088-VNM,2020,0088,Natural,Meteorological,Storm,Extra-tropical storm,,,Waiting,Viet Nam,VNM,South-Eastern Asia,Asia,"Yen Bai, Ha Giang, Tuyen Quang, Lai Chau, Lao Cai, Cao Bang, Son La. provinces ",,Lightening,Flood,,,,,,Kph,20.691,105.183,,,2020,3,2,2020,3,10,5,17,4635,,4652,,,1500,
2020-0307-THA,2020,0307,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Sinlaku',Affected,Thailand,THA,South-Eastern Asia,Asia,"Loei, Hoa Binh, Quang Ninh Provinces ",,Flood,Surge,,,,,75,Kph,,,,,2020,8,1,2020,8,3,4,,,,,,,,
2020-0009-AFG,2020,0009,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Helmand, Kandahar, Zabul, Uruzgan, Laghman, Herat, Badghis, Ghor, Daykundi, Bamyan, Baghlan provinces",,Cold wave,Snow/ice,,,,,,Kph,,,,,2020,1,12,2020,1,15,13,40,7441,,7481,,,,
2020-0323-BGD,2020,0323,Natural,Hydrological,Flood,,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Jamalpur, Kurigram, Gaibandha, Tangail, Sylhet, Sirajganj, Bogura, Sunamganj, Sherpur, Netrokona, Lalmonirhat, Moulovi Bazar, Faridpur, Manikganj, Nilphamari Chapai Nawabganj, Rajbari and Kushtia",Monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,6,15,2020,7,30,114,,7600000,,7600000,,,,
2020-0134-IDN,2020,0134,Natural,Hydrological,Flood,Flash flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,Tana Toraja Regency (South Sulawesi Province); East Kalimantan; West Sumatra ,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,4,4,2020,4,5,4,,100,,100,,,,
2020-0250-IDN,2020,0250,Natural,Hydrological,Flood,Flash flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Bantaeng, Jeneponto Districts (South Sulawesi Province); Sawawa, Sawawa Tengah, South Sawawa, and Botu Pingge (Bone Bolango Regency, northern Sulawesi province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,6,11,2020,6,15,4,3,12000,,12003,,,2100,
2020-0544-IDN,2020,0544,Natural,Hydrological,Flood,Riverine flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia, Java Island,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,"Ciberang, Ciujung, Cilemer, and Cileman rivers",2020,12,6,2020,12,8,2,2,1850,,1852,,,,
2020-0059-IDN,2020,0059,Natural,Hydrological,Flood,,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Lima Puluh Kota Regency (West Sumatra Province), West Bandung Regency (West Java) ; Pasaman and Solok Regencies",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,2,13,2020,2,26,6,,115000,,115000,,,,
2020-0135-IDN,2020,0135,Natural,Hydrological,Flood,,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Tanah Paser Regency (East Kalimantan Province, Borneo Island); Soiuth Sulawesi, West Sumatra",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,4,4,2020,4,5,5,,2258,,2258,,,,
2020-0161-IDN,2020,0161,Natural,Hydrological,Flood,,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"West Java, Central Kalimantan, northern Sumatra Islands, Banten, Bengkulu, and East Kalimantan Provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,4,20,2020,4,28,,,2000,,2000,,,,
2020-0185-IDN,2020,0185,Natural,Hydrological,Flood,,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Pasangkayu, Polewali Mandar Districts (West Sulawesi Province) ",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,5,8,2020,5,8,7,,3805,,3805,,,,
2020-0325-IDN,2020,0325,Natural,Hydrological,Flood,,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia," Luwu Utara District (North Luwu Regency, South Sulawesi); West Kalimantan province",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,7,3,2020,7,31,105,51,14483,,14534,,,,
2020-0486-IDN,2020,0486,Natural,Hydrological,Flood,,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"West Java, West Sumatra,Central Kalimantan provinces",Seasonal rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,10,21,2020,10,31,13,,10000,,10000,,,,
2020-0206-IND,2020,0206,Natural,Hydrological,Flood,,,,Affected,India,IND,Southern Asia,Asia,"Lakhimpur, Sontipur, Darrang, Goalpara (Assam state); Sikkim state",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,," Jia Bharali, Puthimari rivers",2020,5,24,2020,5,26,1,2,30000,,30002,,,,
2020-0304-IND,2020,0304,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Assam, Bihar, Gujarat, Chhattisgarh, Kerala, Karnataka, Madhya Pradesh, Odisha, Uttar Pradesh, West Bengal, Arunachal Pradesh, Maharashtraa.",Monsoon rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,6,,2020,8,16,1922,,1300000,,1300000,,800000,7500000,
2020-0296-JPN,2020,0296,Natural,Hydrological,Flood,,,,Kill,Japan,JPN,Eastern Asia,Asia,"Kumamoto Prefecture, Yatsushiro, and Hitoyoshi cities (Kyushu Region)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,28548,Km2,326.655,131.039,,Kuma River,2020,6,29,2020,7,10,82,114,250000,,250114,,1200000,5800000,
2020-0308-KOR,2020,0308,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Hagupit' (Dindo),Kill,Korea (the Republic of),KOR,Eastern Asia,Asia,North Chungcheong,,"Slide (land, mud, snow, rock)",,,,,,130,Kph,,,,,2020,8,3,2020,8,4,26,7,1000,,1007,,,,
2020-0333-KOR,2020,0333,Natural,Hydrological,Flood,,,,Kill,Korea (the Republic of),KOR,Eastern Asia,Asia,,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,8,1,2020,8,12,42,,6000,,6000,,,,
2020-0160-MYS,2020,0160,Natural,Hydrological,Flood,,,,Affected,Malaysia,MYS,South-Eastern Asia,Asia,Sarawak State (north-west Borneo Island),Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Rajang River,2020,4,25,2020,4,29,,,2000,,2000,,,,
2020-0297-NPL,2020,0297,Natural,Hydrological,Flood,,,,Kill,Nepal,NPL,Southern Asia,Asia,"Parbat, Lamjung, Gorkha, Kalikot, Syangaja, Gulmi, Bajhang, Darchula, Bajura, Sindhupalchok, Kaski, Dailekh, Myagdi, Jajarkot, Rukum Paschim, Dhading, Shankhuwashaba, Jhapa, Tanahun, Baglung, Saptari, Lalitpur, Nawalparasi Purba, Chitwan, Dang,Surkhet, Kailali districts",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,6,,2020,9,,448,287,117390,,117677,,,100000,
2020-0357-PAK,2020,0357,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Sindh province, Khyber Pakhtunkhwa, Baluchistan",Monsoon rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,8,1,2020,9,,410,170,1550000,,1550170,,,1500000,
2020-0384-THA,2020,0384,Natural,Hydrological,Flood,Flash flood,,,Affected,Thailand,THA,South-Eastern Asia,Asia,"Nan, Phrae, Chiang Mai, Lampang, Phayao, Uttaradit, Lamphun, Mae Hong Son provinces ",Tropical Storm HIGOS ,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,8,22,2020,8,23,1,,40000,,40000,,,,
2020-0561-THA,2020,0561,Natural,Hydrological,Flood,,,,Affected,Thailand,THA,South-Eastern Asia,Asia," Pattani ,Yala, Narathiwat provinces","Heavy rain, monsoon","Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,12,16,2020,12,21,1,,139000,,139000,,,,
2020-0328-VNM,2020,0328,Natural,Hydrological,Flood,Flash flood,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Ha Giang, Bac Giang provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2020,7,18,2020,7,21,5,1,2620,,2621,,,22000,
2020-0470-VNM,2020,0470,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Molave' (Quinta),Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Quang Nam,,"Slide (land, mud, snow, rock)",,,,,,145,Kph,,,,,2020,10,29,2020,10,29,41,,450000,,450000,,,540000,
2020-0018-IDN,2020,0018,Natural,Hydrological,Flood,Flash flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Kaur Regency (western Bengkulu Province, Sumatra Isl.)",,Collapse,,,,,,,Km2,,,,,2020,1,19,2020,1,22,10,,,,,,,,
2020-0269-MMR,2020,0269,Natural,Hydrological,Landslide,Landslide,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia, Hpakant Township (western Kachin),Heavy rains,Collapse,,,,,,,,,,,,2020,7,1,2020,7,2,172,47,1095,,1142,,,,
2020-0329-MMR,2020,0329,Natural,Hydrological,Flood,Flash flood,,,Affected,Myanmar,MMR,South-Eastern Asia,Asia,Amarapura Township (Mandalay area),Monsoon rains,Broken Dam/Burst bank,,,,,,,Km2,,,,,2020,7,19,2020,7,30,,,20000,,20000,,,,
2020-0001-ISR,2020,0001,Natural,Hydrological,Flood,Flash flood,,,SigDam,Israel,ISR,Western Asia,Asia,Tel Aviv; Haifa District,Heavy rains,Storm,,,,,,,Km2,,,,,2020,1,4,2020,1,9,7,,,,,,,580000,
2020-0108-YEM,2020,0108,Natural,Hydrological,Flood,Flash flood,,,Waiting,Yemen,YEM,Western Asia,Asia,"Lahj, Aden, Abyan, Taizz, Al Dale’e, Al Mahrah and Hadramaut governorates",Heavy rains,Storm,,,,,,,Km2,,,,,2020,3,25,2020,3,26,2,4,23125,,23129,,,3000,
2020-0555-JPN,2020,0555,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Waiting,Japan,JPN,Eastern Asia,Asia,Minakami ( Gunma prefecture); Yuzawa (Niigata prefecture),,Cold wave,,,,,,,Kph,,,,,2020,12,16,2020,12,18,21,,,,,,,,
2020-0030-MNG,2020,0030,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,--,Mongolia,MNG,Eastern Asia,Asia,"Bayankhongor, Bulgan, Govi-Altai, Dornogovi, Dornod, Zavkhan, Uvurkhangai, Sukhbaatar, Selenge, Tuv, Uvs, Khovd, Khuvsgul, Khentii, Dundgobi, Arkhangai, Darkhan-Uul ",,Cold wave,,,,,,,Kph,,,,,2020,1,,2020,1,,,,22000,,22000,,,,
